OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Usage_multiple,PartHabitation(%),PartNonHabitation(%),z_GFAtotal
21401,NonResidential,Small- and Mid-Sized Office,511 Boren,511 Boren Avenue North,98109.0,7,LAKE UNION,47.62353,-122.33622,1926,1.0,3.0,26176,0,26176,Office,Office,23730.0,,,,,,95.0,40.70000076,45.29999924,79.59999847,84.30000305,966907.375,1074761.125,0.0,122371.7031,417532.0,5493.749512,549375.0,False,Compliant,,32.09,1.23,Mono usage,0.0,100.0,-0.48063580614941054
21413,NonResidential,Small- and Mid-Sized Office,Fairview,1000 Fairview Ave N,98109.0,3,LAKE UNION,47.62799,-122.33132,1926,1.0,1.0,37740,0,37740,"Office, Parking",Office,37481.0,Parking,0.0,,,,1.0,198.6000061,197.8999939,597.4000244,588.4000244,7442314.5,7419337.0,0.0,2044020.25,6974197.0,4681.168945,468117.0,False,Compliant,,73.48,1.95,Multi usage,0.0,100.0,-0.41000353766507247
21418,NonResidential,Other,Northwest Rooms,394 1st Ave. N.,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961,1.0,1.0,26000,0,26000,Other,Other,49847.0,,,,,,,105.9000015,114.6999969,250.8999939,261.6000061,5277482.5,5719698.0,2097789.75,931914.625,3179693.0,0.0,0.0,False,Compliant,,184.09,7.08,Mono usage,0.0,100.0,-0.4817108043553292
21423,Multifamily MR (5-9),Mid-Rise Multifamily,Axis Apartments,123 2nd Ave N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61934,-122.35322,2008,1.0,7.0,178911,0,178911,"Multifamily Housing, Parking",Multifamily Housing,184395.0,Parking,36878.0,,,,97.0,28.39999962,29.29999924,58.5,59.40000153,5232420.5,5400862.5,0.0,741602.5,2530348.0,27020.7207,2702072.0,False,Compliant,,161.15,0.9,Multi usage,83.33,16.67,0.4522610744243849
21424,NonResidential,Worship Facility,First Church Seattle,180 Denny Way,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,2009,1.0,3.0,23241,0,23241,Worship Facility,Worship Facility,23241.0,,,,,,66.0,31.79999924,34.0,69.69999695,71.90000153,739210.5,789925.875,0.0,118247.2031,403459.0,3357.51001,335751.0,False,Compliant,,20.64,0.89,Mono usage,0.0,100.0,-0.49856262282197467
21425,NonResidential,Other,Pacific Science Center,200 Second Avenue North,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1962,1.0,1.0,155795,0,155795,Other,Other,155795.0,,,,,,,113.4000015,121.0,317.6000061,330.7999878,17673018.0,18847708.0,0.0,4337207.5,14798552.0,28744.64648,2874465.0,False,Compliant,,255.83,1.64,Mono usage,0.0,100.0,0.3110698327879306
21432,NonResidential,Other,Fisher Pavilion,200 Thomas St,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,2002,1.0,1.0,21018,0,21018,Other,Other,21018.0,,,,,,,83.80000305,85.09999847,246.8999939,248.5,1761137.5,1789470.75,175780.0,464641.6875,1585357.0,0.0,0.0,False,Compliant,,24.62,1.17,Mono usage,0.0,100.0,-0.5121405831160497
21433,NonResidential,Other,Chihuly Garden and Glass,305 Harrison St #30,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1998,1.0,1.0,30533,0,30533,Museum,Museum,28631.0,,,,,,,206.1999969,216.3000031,408.5,415.0,5903015.0,6193701.5,0.0,771077.5,2630916.0,32720.98242,3272098.0,False,Compliant,,192.12,6.29,Mono usage,0.0,100.0,-0.4540234926085716
21435,NonResidential,Other,space needle,400 broard street,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,1.0,2.0,33971,0,33971,Other - Recreation,Other - Recreation,50000.0,,,,,,,353.7000122,363.2999878,747.7000122,757.9000244,17686444.0,18163924.0,0.0,2638550.75,9002735.0,86837.08594,8683709.0,False,Compliant,,523.95,15.42,Mono usage,0.0,100.0,-0.43302437992704673
21436,NonResidential,Other,Seattle Children's Theatre,201 Thomas St.,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,1.0,2.0,40600,0,40600,Other,Other,33000.0,,,,,,,56.40000153,56.0,174.6000061,174.3999939,2485521.0,2470816.0,137900.0,442413.1875,1509514.0,3745.369629,374537.0,False,Compliant,,41.06,1.01,Mono usage,0.0,100.0,-0.3925348168188941
21438,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,227 Westlake Ave N,98109.0,7,LAKE UNION,47.62055,-122.33881,1999,1.0,4.0,38038,0,38038,"Office, Parking",Office,38038.0,Parking,19600.0,,,,84.0,52.70000076,53.59999847,165.3999939,168.3999939,2003807.75,2040142.0,0.0,587282.375,2003807.0,0.0,0.0,False,Compliant,,13.97,0.37,Multi usage,0.0,100.0,-0.4081833702482329
21442,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,225 Terry Avenue North,98109.0,7,LAKE UNION,47.62028,-122.33717,2007,1.0,4.0,64596,24596,40000,"Office, Parking",Office,41591.0,Parking,21350.0,,,,92.0,60.70000076,65.90000153,125.0,130.3999939,2524228.25,2739358.75,0.0,357410.9063,1219486.0,13047.41992,1304742.0,False,Compliant,,77.8,1.2,Multi usage,0.0,100.0,-0.2459685841528464
21443,NonResidential,Small- and Mid-Sized Office,219 Terry Building,219 Terry Ave. N.,98109.0,7,LAKE UNION,47.62038,-122.33759,1928,1.0,3.0,41466,6062,35404,"Laboratory, Office, Parking",Office,35404.0,Laboratory,5000.0,Parking,1250.0,,1.0,227.5,228.3999939,523.7000122,516.5,9190442.0,9228577.0,0.0,1613918.25,5506689.0,36837.52344,3683752.0,False,Compliant,,234.03,5.64,Multi usage,0.0,100.0,-0.3872453370102261
21445,NonResidential,Large Office,202 Westlake,202 Westlake Ave. N.,98109.0,7,LAKE UNION,47.62004,-122.33807,2013,1.0,6.0,130710,100800,29910,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,Parking,88960.0,Bank Branch,5436.0,201720162015,92.0,56.79999924,56.79999924,166.3000031,166.3000031,7429423.0,7429423.0,0.0,1956935.25,6677063.0,7523.589844,752359.0,False,Compliant,,86.51,0.66,Multi usage,0.0,100.0,0.1578520487227611
21447,NonResidential,Small- and Mid-Sized Office,224 Westlake,224 Westlake Ave. N.,98109.0,7,LAKE UNION,47.62054,-122.33807,1926,1.0,4.0,35780,0,35780,"Office, Parking, Retail Store",Office,22341.0,Retail Store,8214.0,Parking,5225.0,,77.0,62.59999847,64.80000305,196.6000061,203.3999939,1912760.75,1979164.25,0.0,560598.0,1912760.0,0.0,0.0,False,Compliant,,13.33,0.37,Multi usage,0.0,100.0,-0.4219751085946213
21448,Multifamily MR (5-9),Mid-Rise Multifamily,Boxcar Apartments,975 John Street,98109.0,7,LAKE UNION,47.61942,-122.33753,2013,1.0,7.0,102120,26466,75654,"Multifamily Housing, Parking",Multifamily Housing,72880.0,Parking,26466.0,,,,100.0,29.60000038,30.60000038,72.59999847,75.19999695,2156624.75,2231514.0,0.0,424704.5,1449092.0,7075.32959,707533.0,False,Compliant,,47.68,0.47,Multi usage,73.36,26.64,-0.016774080295504593
21459,NonResidential,Mixed Use Property,Century,10 Harrison St.,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,1964,1.0,4.0,25132,7308,17824,"Office, Parking, Restaurant",Office,8061.0,Parking,8000.0,Restaurant,2095.0,,41.0,55.59999847,57.70000076,174.6000061,181.1999969,564754.1875,585965.6875,0.0,165520.0,564754.0,0.0,0.0,False,Compliant,,3.94,0.16,Multi usage,0.0,100.0,-0.4870125000527008
21464,NonResidential,Other,Phelps Center,301 Mercer St.,98109.0,7,DOWNTOWN,47.60192,-122.33282,1966,1.0,1.0,49680,0,49680,Other,Other,49680.0,,,,,,,57.29999924,58.20000076,119.5,120.6999969,2844685.0,2890473.75,1427730.0,383969.8125,1310105.0,0.0,0.0,False,Compliant,,119.34,2.4,Mono usage,0.0,100.0,-0.3370746821044536
21465,NonResidential,Other,Playhouse,201 Mercer St.,98109.0,7,DOWNTOWN,47.60219,-122.3313,1962,1.0,1.0,36314,0,36314,Other,Other,36314.0,,,,,,,50.5,51.90000153,117.5999985,119.0999985,1832808.75,1882952.875,204650.0,325448.5938,1110431.0,3915.779785,391578.0,False,Compliant,,44.33,1.22,Mono usage,0.0,100.0,-0.4187134663107544
21468,NonResidential,Other,Showbox Building,1412 1st Ave S,98101.0,7,DOWNTOWN,47.60849,-122.33924,1916,1.0,2.0,25920,0,25920,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,,,62.09999847,60.79999924,195.1000061,190.8999939,1257774.625,1230670.25,0.0,368632.5938,1257774.0,0.0,0.0,False,Compliant,,8.77,0.34,Multi usage,0.0,100.0,-0.482199439903474
21469,NonResidential,Small- and Mid-Sized Office,Doyle Building,119 Pine Street,98101.0,7,DOWNTOWN,47.60994,-122.33997,1919,1.0,4.0,47686,0,47686,"Office, Retail Store",Office,25500.0,Retail Store,8500.0,,,,72.0,60.90000153,65.40000153,140.1999969,145.5,2071670.25,2223121.25,897694.0,344072.6875,1173976.0,0.0,0.0,False,Compliant,,77.48,1.62,Multi usage,0.0,100.0,-0.349253923141964
21474,NonResidential,Other,The Lusty Lady,1315 1st Ave,98101.0,7,DOWNTOWN,47.60711,-122.33886,1900,1.0,3.0,49760,0,49760,Other,Other,24019.0,,,,,,,1.799999952,1.799999952,5.800000191,5.800000191,44293.5,44293.5,0.0,12981.7002,44294.0,0.0,0.0,False,Non-Compliant,Low outlier,0.31,0.01,Mono usage,0.0,100.0,-0.3365860465563088
21480,Multifamily LR (1-4),Low-Rise Multifamily,Marketside Flats_Complete,84 UNION ST,98101.0,7,DOWNTOWN,47.60763,-122.34005,1915,1.0,4.0,31578,0,31578,"Multifamily Housing, Retail Store",Multifamily Housing,27510.0,Retail Store,6299.0,,,,17.0,59.70000076,60.59999847,103.5,104.5999985,2018011.875,2049054.5,631223.0,180176.7031,614763.0,7720.259766,772026.0,False,Compliant,,94.01,2.98,Multi usage,81.37,18.63,-0.44764069076092955
21483,NonResidential,Small- and Mid-Sized Office,(ID21483) Madore Building,1501 Western Avenue,98101.0,7,DOWNTOWN,47.60836,-122.34157,1915,1.0,6.0,40715,0,40715,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,,,69.5,70.69999695,190.1000061,193.8999939,2827772.75,2877728.5,0.0,668858.625,2282146.0,5456.27002,545627.0,False,Compliant,,44.89,1.1,Multi usage,0.0,100.0,-0.3918324032184359
21487,Multifamily MR (5-9),Mid-Rise Multifamily,Elliott Pointe Apartments,2226 Elliott Ave,98121.0,7,DOWNTOWN,47.61205,-122.34738,1994,1.0,6.0,97517,0,97517,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,62475.0,Parking,32691.0,Retail Store,2351.0,,,31.10000038,32.29999924,97.59999847,101.3000031,2015117.25,2092219.0,0.0,590597.0,2015117.0,0.0,0.0,False,Compliant,,14.05,0.14,Multi usage,64.07,35.93,-0.04488894814688889
21488,NonResidential,Mixed Use Property,E0010 - Elliott Court,2103-2107 Elliott Avenue,98121.0,7,DOWNTOWN,47.61113,-122.34556,1990,1.0,4.0,82065,34800,47265,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,,91.0,41.29999924,43.79999924,129.8000031,137.5,1717130.875,1818635.25,0.0,503262.1875,1717131.0,0.0,0.0,False,Compliant,,11.97,0.15,Multi usage,0.0,100.0,-0.13926890427106664
21490,Multifamily MR (5-9),Mid-Rise Multifamily,Livingston-Baker Building,1925 First Avenue,98101.0,7,DOWNTOWN,47.61064,-122.3425,1901,1.0,6.0,70850,0,70850,"Medical Office, Multifamily Housing, Other - Restaurant/Bar, Retail Store",Multifamily Housing,37014.0,Medical Office,9912.0,Other - Restaurant/Bar,3155.0,,,48.20000076,51.20000076,151.5,160.8000031,2458760.5,2609737.0,0.0,720621.375,2458760.0,0.0,0.0,False,Compliant,,17.14,0.24,Multi usage,73.91,26.09,-0.20776950017662277
21495,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,1917 1St Ave,98101.0,7,DOWNTOWN,47.61041,-122.34214,1910,1.0,4.0,36160,0,36160,Office,Office,36160.0,,,,,,47.0,51.5,53.20000076,161.6999969,166.8999939,1862176.875,1921962.0,0.0,545772.8125,1862177.0,0.0,0.0,False,Compliant,,12.98,0.36,Mono usage,0.0,100.0,-0.41965408974093327
21496,NonResidential,Mixed Use Property,Soames Dunn Building,1916 Pike Place,98101.0,7,DOWNTOWN,47.61014,-122.34251,1918,1.0,1.0,34617,0,34617,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,,,148.3999939,148.0,325.2000122,324.0,5136604.5,5123179.0,0.0,822388.375,2805989.0,23306.15039,2330615.0,False,Compliant,,143.34,4.14,Multi usage,0.0,100.0,-0.42907864787577704
21497,Multifamily MR (5-9),Mid-Rise Multifamily,The Fairmount,1907 1st Ave,98101.0,7,DOWNTOWN,47.61033,-122.34184,1914,1.0,5.0,39528,0,39528,"Multifamily Housing, Office, Restaurant, Retail Store",Multifamily Housing,22968.0,Retail Store,10400.0,Restaurant,2900.0,,,56.29999924,57.5,153.6000061,157.3999939,2122581.25,2165220.75,0.0,499071.1875,1702831.0,4197.5,419750.0,False,Compliant,,34.16,0.86,Multi usage,63.33,36.67,-0.3990825331640351
21501,Multifamily MR (5-9),Mid-Rise Multifamily,L0088 - Ventana,2100 Western Ave,98121.0,7,DOWNTOWN,47.61135,-122.34483,2001,1.0,8.0,68628,0,68628,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,47683.0,Parking,12570.0,Retail Store,7704.0,,70.0,36.90000153,37.79999924,96.09999847,98.30000305,2044374.75,2095577.5,0.0,445061.6875,1518550.0,5258.239746,525824.0,False,Compliant,,38.51,0.56,Multi usage,70.17,29.83,-0.22134135252634596
21502,Multifamily MR (5-9),Mid-Rise Multifamily,Volta,2233 1st Ave,98121.0,7,DOWNTOWN,47.61305,-122.3466,2010,1.0,8.0,54550,0,54550,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,41599.0,Parking,12044.0,Retail Store,907.0,,,51.5,52.09999847,129.1000061,130.8999939,2188559.0,2212710.5,0.0,447351.0938,1526362.0,6621.970215,662197.0,False,Compliant,,45.81,0.84,Multi usage,76.26,23.74,-0.30732899311113593
21503,Multifamily HR (10+),High-Rise Multifamily,Bell Tower,2215 1st Ave,98109.0,7,DOWNTOWN,47.61277,-122.34614,1970,1.0,16.0,95700,0,95700,"Multifamily Housing, Parking",Multifamily Housing,80471.0,Parking,15229.0,,,,66.0,46.40000153,49.40000153,119.4000015,128.3000031,3730953.5,3976902.75,0.0,798144.1875,2723268.0,10076.85059,1007685.0,False,Compliant,,72.5,0.76,Multi usage,84.09,15.91,-0.05598708303412879
21505,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,98121.0,7,DOWNTOWN,47.6123,-122.34611,1909,1.0,5.0,66900,0,66900,Office,Office,68048.0,,,,,,100.0,24.0,24.0,73.59999847,73.59999847,1634178.25,1634178.25,0.0,461583.0,1574921.0,592.5700073,59257.0,False,Compliant,,14.13,0.21,Mono usage,0.0,100.0,-0.23189588036627473
21506,NonResidential,Mixed Use Property,Scargo Apartments,2205 1st Ave,98121.0,7,DOWNTOWN,47.61252,-122.34565,1910,1.0,3.0,29340,0,29340,"Multifamily Housing, Office, Restaurant",Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,,,79.59999847,87.30000305,148.1999969,157.6000061,2160420.0,2370772.25,0.0,246140.7031,839832.0,13205.87988,1320588.0,False,Compliant,,75.99,2.59,Multi usage,42.71,57.29,-0.4613102702202817
21507,Multifamily LR (1-4),Low-Rise Multifamily,Lewiston Apartments,2201 1st Ave,98121.0,7,DOWNTOWN,47.61252,-122.34565,1900,1.0,3.0,27140,0,27140,"Food Service, Multifamily Housing",Multifamily Housing,14269.0,Food Service,12511.0,,,,,82.5,85.80000305,144.8999939,148.3000031,2209512.0,2296701.5,0.0,218679.7031,746135.0,14633.77051,1463377.0,False,Compliant,,82.92,3.06,Multi usage,53.28,46.72,-0.4747477477942651
21508,NonResidential,Other,White and Hitchcock,2234 1st Ave,98121.0,7,DOWNTOWN,47.61341,-122.34597,1930,0.0,2.0,22710,0,22710,Food Service,Food Service,22710.0,,,,,,,12.69999981,12.69999981,39.79999924,39.79999924,287763.5,287763.5,0.0,84338.60156,287763.0,0.0,0.0,False,Compliant,,2.01,0.09,Mono usage,0.0,100.0,-0.5018059412727861
21510,Multifamily MR (5-9),Mid-Rise Multifamily,Concept One Apts,2219 2nd Ave,98121.0,7,DOWNTOWN,47.61345,-122.34525,1995,1.0,5.0,63861,0,63861,"Multifamily Housing, Parking",Multifamily Housing,63861.0,Parking,16910.0,,,,41.0,63.5,68.40000153,130.6999969,137.6000061,4054994.25,4369416.0,0.0,573157.125,1955612.0,20993.81836,2099382.0,False,Compliant,,125.13,1.96,Multi usage,79.06,20.94,-0.2504579232514272
21515,NonResidential,Small- and Mid-Sized Office,RDM Building,1938 Fairview Ave E,98102.0,4,LAKE UNION,47.6367,-122.3285,2000,1.0,3.0,50499,13540,36959,"Office, Parking",Office,36959.0,Parking,13540.0,,,,13.0,86.69999695,86.69999695,272.2000122,272.2000122,3205182.5,3205182.5,0.0,938676.375,3202764.0,24.18000031,2418.0,False,Compliant,,22.46,0.44,Multi usage,0.0,100.0,-0.3320722756803207
21520,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,98104.0,4,LAKE UNION,47.63616,-122.32718,1964,1.0,5.0,54465,9605,44860,"Office, Parking",Office,57972.0,Parking,0.0,,,,68.0,62.09999847,63.09999847,182.3999939,183.5,3600571.25,3658985.5,0.0,952872.1875,3251200.0,3493.709961,349371.0,False,Compliant,,41.22,0.76,Multi usage,0.0,100.0,-0.3078481683810398
21521,NonResidential,K-12 School,ST NICHOLAS SCHOOL,1501 10TH AVE E,98102.0,3,EAST,47.63239,-122.32072,1930,1.0,2.0,45960,0,45960,K-12 School,K-12 School,45960.0,,,,,,56.0,90.69999695,102.5,133.1999969,145.6000061,4167253.75,4711474.0,0.0,244618.4063,834638.0,33326.16016,3332616.0,False,Compliant,,182.81,3.98,Mono usage,0.0,100.0,-0.35979623509318914
21530,NonResidential,Small- and Mid-Sized Office,Space Needle Building,203 6th Avenue N,98109.0,7,LAKE UNION,47.61992,-122.34539,1959,1.0,2.0,21128,0,21128,Office,Office,21128.0,,,,,,97.0,20.70000076,20.70000076,64.90000153,64.90000153,436604.0938,436604.0938,0.0,127961.2969,436604.0,0.0,0.0,False,Compliant,,3.04,0.14,Mono usage,0.0,100.0,-0.5114687092373505
21532,Multifamily MR (5-9),Mid-Rise Multifamily,Taylor 28,100 Taylor Avenue N,98109.0,7,LAKE UNION,47.6189,-122.34588,2010,1.0,6.0,191832,138292,53540,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,192322.0,Parking,103018.0,Retail Store,11602.0,,96.0,22.20000076,23.89999962,33.59999847,35.40000153,4519997.0,4868465.5,0.0,295943.5,1009759.0,35102.375,3510238.0,False,Compliant,,193.47,1.01,Multi usage,62.66,37.34,0.53118182339413
21533,NonResidential,Mixed Use Property,Hyatt Place,110 6th Ave N,98109.0,7,LAKE UNION,47.61893,-122.34473,2008,1.0,4.0,274442,0,274442,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,,,54.20000076,56.29999924,128.1999969,132.6000061,9155568.0,9512996.0,0.0,1689621.25,5764988.0,33905.78906,3390579.0,False,Compliant,,220.26,0.8,Multi usage,21.35,78.65,1.0357591062972056
21534,NonResidential,Small- and Mid-Sized Office,Little Wing,120 6th Ave N,98109.0,7,LAKE UNION,47.61952,-122.34462,2013,1.0,3.0,51552,0,51552,"Data Center, Office",Office,54150.0,Data Center,650.0,,,,,28.10000038,28.10000038,88.19999695,88.19999695,1539066.375,1539066.375,0.0,451074.5,1539066.0,0.0,0.0,False,Compliant,,10.73,0.21,Multi usage,0.0,100.0,-0.3256406102778642
21535,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,200 6th Ave N,98109.0,7,LAKE UNION,47.62014,-122.34456,1959,1.0,4.0,38520,0,38520,Hotel,Hotel,38500.0,,,,,,37.0,72.80000305,74.69999695,163.1999969,168.8999939,2804534.0,2874815.0,0.0,468135.6875,1597279.0,12072.5498,1207255.0,False,Compliant,,75.25,1.95,Mono usage,0.0,100.0,-0.4052393410706602
21537,NonResidential,Hotel,Seattle Pacific Hotel,325 Aurora Ave N,98109.0,7,LAKE UNION,47.62174,-122.34417,1961,1.0,3.0,29186,4256,24930,Hotel,Hotel,19000.0,,,,,,95.0,45.59999847,45.59999847,85.69999695,85.69999695,867184.375,867184.375,0.0,100596.0,343234.0,5239.509766,523951.0,False,Compliant,,30.22,1.04,Mono usage,0.0,100.0,-0.4622508936504605
21539,Multifamily MR (5-9),Mid-Rise Multifamily,Borealis,109 Dexter Ave North,98109.0,7,LAKE UNION,47.61868,-122.34266,2008,1.0,6.0,60364,0,60364,"Multifamily Housing, Parking",Multifamily Housing,61380.0,Parking,6314.0,,,,86.0,28.60000038,29.20000076,69.69999695,70.40000153,1754477.25,1790156.75,0.0,341957.0,1166757.0,5877.200195,587720.0,False,Compliant,,39.35,0.65,Multi usage,90.67,9.33,-0.27181740464970894
21546,NonResidential,Worship Facility,Seattle Unity Church,200 8th Avenue N,98109.0,7,LAKE UNION,47.6201,-122.34071,1960,1.0,1.0,27338,0,27338,Worship Facility,Worship Facility,27338.0,,,,,,56.0,21.29999924,25.0,66.80000305,78.40000153,581289.0,682542.8125,0.0,170366.0,581289.0,0.0,0.0,False,Compliant,,4.05,0.15,Mono usage,0.0,100.0,-0.4735383748126066
21547,Multifamily MR (5-9),Mid-Rise Multifamily,Denny Park APTS,230 8th Ave N,98109.0,7,LAKE UNION,47.62067,-122.34071,2005,1.0,6.0,79480,14480,65000,"Multifamily Housing, Parking",Multifamily Housing,65000.0,Parking,14480.0,,,,98.0,29.10000038,30.39999962,63.70000076,66.40000153,1889761.125,1977536.5,0.0,302557.6875,1032327.0,8574.339844,857434.0,False,Compliant,,52.74,0.66,Multi usage,81.78,18.22,-0.1550579404204971
21795,NonResidential,Other,Ignatius Hall,2400 11th Ave East,98102.0,3,EAST,47.64132,-122.31644,1999,1.0,2.0,85750,65640,20110,"K-12 School, Parking",Parking,65000.0,K-12 School,20000.0,,,,,102.3000031,113.9000015,177.3000031,191.6999969,2045592.0,2278550.5,0.0,196193.7031,669413.0,13761.79004,1376179.0,False,Compliant,,77.76,0.91,Multi usage,0.0,100.0,-0.11676112933464448
21548,Multifamily LR (1-4),Low-Rise Multifamily,Puget Vista,411 W Republican Street,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62304,-122.3624,1967,1.0,4.0,40086,0,40086,"Multifamily Housing, Parking",Multifamily Housing,28860.0,Parking,4752.0,,,,70.0,30.5,32.20000076,95.69999695,101.0999985,879235.8125,929423.875,0.0,257689.2031,879236.0,0.0,0.0,False,Compliant,,6.13,0.15,Multi usage,85.86,14.14,-0.39567430021572475
21549,NonResidential,Laboratory,410 W. Harrison,410 W. Harrison St.,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,1962,1.0,2.0,34416,0,34416,"Laboratory, Office, Parking",Laboratory,20649.0,Office,13767.0,Parking,2000.0,,,349.1000061,363.6000061,650.5,657.2000122,12015936.0,12512916.0,0.0,1370281.25,4675400.0,73405.35156,7340535.0,False,Compliant,,422.45,12.27,Multi usage,0.0,100.0,-0.430306344690491
21550,NonResidential,Small- and Mid-Sized Office,Bayview Building,129 1st Avenue West,98119.0,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,1930,1.0,3.0,45864,0,45864,Office,Office,45864.0,,,,,,94.0,56.5,66.19999695,81.19999695,91.40000153,2590622.0,3034554.5,0.0,140782.5,480350.0,21102.7207,2110272.0,False,Compliant,,115.43,2.52,Mono usage,0.0,100.0,-0.360382597750963
21557,NonResidential,K-12 School,Lakeside Middle School,13510 1st Ave NE,98125.0,5,NORTHWEST,47.72726,-122.32835,1999,1.0,2.0,49252,0,49252,K-12 School,K-12 School,61099.0,,,,,,23.0,57.09999847,63.40000153,119.4000015,127.1999969,3485865.5,3870672.5,0.0,509598.3125,1738749.0,17471.16016,1747116.0,False,Compliant,,104.91,2.13,Mono usage,0.0,100.0,-0.3396888822870286
21563,Multifamily LR (1-4),Low-Rise Multifamily,Discovery Park Condominium,3505 W. Government Way,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65818,-122.40283,1976,1.0,3.0,20930,0,20930,"Multifamily Housing, Parking",Multifamily Housing,20930.0,Parking,4000.0,,,,,25.29999924,27.10000038,79.40000153,85.09999847,529033.5,567554.6875,0.0,155050.7969,529033.0,0.0,0.0,False,Compliant,,3.69,0.18,Multi usage,83.96,16.04,-0.512678082219009
21568,Multifamily LR (1-4),Senior Care Community,24747-Brookdale Northgate,11501 15th Ave NE,98125.0,5,NORTH,47.71235,-122.31323,1962,1.0,4.0,89391,0,89391,"Parking, Senior Care Community",Senior Care Community,91694.0,Parking,3131.0,,,,49.0,60.79999924,65.09999847,150.3999939,160.0,5572010.0,5964885.5,0.0,1113708.875,3799975.0,17720.34961,1772035.0,False,Compliant,,120.6,1.35,Multi usage,0.0,100.0,-0.09452210394970201
21570,SPS-District K-12,K-12 School,Hazel Wolf K-8 at Pinehurst,11530 12th Ave. N.E.,98125.0,5,NORTH,47.71343,-122.31466,1950,1.0,1.0,34005,0,34005,K-12 School,K-12 School,50337.0,,,,,,94.0,19.70000076,19.70000076,59.0,59.0,991918.0,991918.0,0.0,270174.4063,921835.0,700.8300171,70083.0,True,Error - Correct Default Data,,10.15,0.3,Mono usage,0.0,100.0,-0.43281670981908515
21572,Multifamily LR (1-4),Low-Rise Multifamily,Crystal Court Apartments,8401 5th Ave NE,98115.0,4,NORTH,47.68982,-122.32335,1989,1.0,4.0,25763,0,25763,"Multifamily Housing, Office, Parking",Multifamily Housing,18353.0,Parking,5204.0,Office,2206.0,,,24.70000076,26.20000076,77.5,82.30000305,507428.9063,538845.625,0.0,148718.9063,507429.0,0.0,0.0,False,Compliant,,3.54,0.14,Multi usage,71.24,28.76,-0.4831583871667083
